ID,Source,Severity,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Weather_Condition
A-264,Source2,2,Accident on Walnut St at Birch Aly.,Walnut St,Beavercreek,Montgomery,OH,45440-1379,US,US/Eastern,KMGY,02/18/2016 13:53:00,37.9,Clear
A-265,Source2,2,Accident on James H McGee Blvd at 3rd St.,N James H McGee Blvd,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,02/18/2016 15:58:00,39.9,Mostly Cloudy
A-266,Source2,2,Accident on Ludlow St at OH-48 Main St.,S Main St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,02/18/2016 15:58:00,39.9,Mostly Cloudy
A-267,Source2,2,Accident on Wayne Ave at Cass St.,Wayne Ave,Dayton,Montgomery,OH,45410-1117,US,US/Eastern,KFFO,02/18/2016 15:58:00,39.9,Mostly Cloudy
A-268,Source2,3,Delays expected due to accident on I-75 Northbound at Exit 68 OH-571 Main St.,W Main St,Tipp City,Miami,OH,45371,US,US/Eastern,KDAY,02/18/2016 16:56:00,37.9,Overcast
A-269,Source2,2,Accident on Mandel Dr at Box Elder Dr.,Mandel Dr,Dayton,Montgomery,OH,45458-3876,US,US/Eastern,KMGY,02/18/2016 16:53:00,37.9,Clear
A-270,Source2,3,Accident on I-70 Eastbound at Exit 102 Kelton Ave. Approach with care.,I-70 E,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,02/18/2016 16:51:00,35.1,Overcast
A-271,Source2,2,Accident on OH-315 Olentangy Fwy at I-270 Outerbelt.,Olentangy Fwy S,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,02/18/2016 17:53:00,36,Clear
A-272,Source2,2,Accident on Shoup Mill Rd at Turner Rd. Expect delays.,N Main St,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,02/19/2016 03:56:00,39.9,Overcast
A-273,Source2,2,Accident on Springboro Rd at Arbor Blvd. Expect delays.,Arbor Blvd,Moraine,Montgomery,OH,45439-1510,US,US/Eastern,KMGY,02/19/2016 04:53:00,39.9,Clear
A-274,Source2,2,Accident on US-23 High St at Morrill Ave. Expect delays.,W Morrill Ave,Columbus,Franklin,OH,43207-1850,US,US/Eastern,KLCK,02/19/2016 04:55:00,35.4,Clear
A-275,Source2,3,One lane blocked due to accident on I-70 Westbound at Exits 93 93A 93B I-270 Outerbelt. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,02/19/2016 05:15:00,34.9,Clear
A-276,Source2,2,Accident on Groveport Rd at OH-104 Frank Rd.,Groveport Rd,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,02/19/2016 06:15:00,35.4,Clear
A-277,Source2,2,Accident on OH-125 State Route 125 at OH-222 State Route 222 / OH-125 Ohio Pike. Expect delays.,State Route 125,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,02/19/2016 06:36:00,43.5,Clear
A-278,Source2,2,Accident on Meriline Ave at Farnham Ave. Expect delays.,Meriline Ave,Dayton,Montgomery,OH,45420-2827,US,US/Eastern,KFFO,02/19/2016 06:58:00,41,Clear
A-279,Source2,2,Accident on Taylor Ave at Greenway Ave. Expect delays.,Taylor Ave,Columbus,Franklin,OH,43203-1222,US,US/Eastern,KCMH,02/19/2016 06:51:00,36,Mostly Cloudy
A-280,Source2,2,Accident on US-62 Coshocton St at Williams St.,N Williams St,Johnstown,Licking,OH,43031-1037,US,US/Eastern,KCMH,02/19/2016 07:51:00,37,Overcast
A-281,Source2,2,Accident on Stanley Ave at Keowee St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,02/19/2016 07:58:00,42.8,Mostly Cloudy
A-282,Source2,2,Accident on Hilliard Rome Rd at Tinapple Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9601,US,US/Eastern,KOSU,02/19/2016 07:53:00,37,Clear
A-283,Source2,2,Accident on Roberts Rd at Hilliard Rome Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9468,US,US/Eastern,KOSU,02/19/2016 07:53:00,37,Clear
A-284,Source2,3,Accident on I-675 Northbound near Exits 13A 13A-B 13B US-35. Expect delays.,I-675 S,Dayton,Greene,OH,45430,US,US/Eastern,KFFO,02/19/2016 07:58:00,42.8,Mostly Cloudy
A-285,Source2,2,Accident on Court St at Summit St.,E Court St,Bowling Green,Wood,OH,43402-2428,US,US/Eastern,KTDZ,02/19/2016 07:53:00,43,Clear
A-286,Source2,3,Accident on I-70 Westbound at Exit 102 Kelton Ave. Expect delays.,East Fwy W,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,02/19/2016 07:51:00,37,Overcast
A-287,Source2,2,Accident on Lexington Ave at Wilson Dr. Expect delays.,Wilson Dr,Dayton,Montgomery,OH,45402-5619,US,US/Eastern,KFFO,02/19/2016 08:58:00,47.7,Overcast
A-288,Source2,2,Accident on Redwood Ave at OH-48 Main St. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-5105,US,US/Eastern,KDAY,02/19/2016 08:56:00,48,Overcast
A-289,Source2,2,Accident on Wayne Ave at /Keowee St / Wayne Ave. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,02/19/2016 08:58:00,47.7,Overcast
A-290,Source2,2,Accident on Cardington Rd at Lance Dr. Expect delays.,Cardington Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,02/19/2016 09:58:00,49.6,Overcast
A-291,Source2,2,Accident on Pleasant Ave at Harbine Ave. Expect delays.,Pleasant Ave,Dayton,Montgomery,OH,45403-2728,US,US/Eastern,KFFO,02/19/2016 10:58:00,53.8,Mostly Cloudy
A-292,Source2,2,Accident on Walton Ave at Kammer Ave. Expect delays.,Walton Ave,Dayton,Montgomery,OH,45417-1525,US,US/Eastern,KDAY,02/19/2016 11:56:00,57,Scattered Clouds
A-293,Source2,2,Accident on OH-48 Main St at Ashwood Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-2402,US,US/Eastern,KDAY,02/19/2016 11:56:00,57,Scattered Clouds
A-294,Source2,2,Accident on OH-48 Main St at OH-4 Monument Ave. Expect delays.,W Monument Ave,Dayton,Montgomery,OH,45402-1201,US,US/Eastern,KFFO,02/19/2016 11:58:00,59.4,Clear
A-295,Source2,2,Accident on OH-48 Main St at 4th St. Expect delays.,E 4th St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,02/19/2016 11:58:00,59.4,Clear
A-296,Source2,3,Accident on I-71 Northbound at Exit 131 US-36 State Route 37. Expect delays.,I-71 S,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,02/19/2016 11:36:00,46.4,Clear
A-297,Source2,2,Accident on US-33 Columbus Marysville Rd at Avery Rd.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,02/19/2016 14:53:00,57,Overcast
A-298,Source2,2,Accident on 1st Ave Westbound at Broadview Ave.,W 1st Ave,Columbus,Franklin,OH,43212-3426,US,US/Eastern,KOSU,02/19/2016 14:53:00,57,Overcast
A-299,Source2,2,Accident on OH-202 Troy St at Stanley Ave.,Troy St,Dayton,Montgomery,OH,45404-2726,US,US/Eastern,KFFO,02/19/2016 15:58:00,65.1,Clear
A-300,Source2,2,Accident on Smithville Rd at 3rd St.,Smithville Rd,Dayton,Montgomery,OH,45403,US,US/Eastern,KFFO,02/19/2016 15:58:00,65.1,Clear
A-301,Source2,3,Right lane blocked due to accident on I-270 Outerbelt Westbound between Exit 29 OH-3 State St and Exit 27 Cleveland Ave.,Outerbelt W,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,02/19/2016 17:53:00,57,Clear
A-302,Source2,2,Accident on Wright Ave at 5th St.,S Wright Ave,Dayton,Montgomery,OH,45403-2849,US,US/Eastern,KFFO,02/22/2016 04:58:00,29.5,Clear
A-303,Source2,2,Accident on County Hwy-19 Sugar Ridge Rd at Dunbridge Rd. Expect delays.,Sugar Ridge Rd,Bowling Green,Wood,OH,43402-9687,US,US/Eastern,KTDZ,02/22/2016 05:53:00,28,Clear
A-304,Source2,2,Accident on Waggoner Rd at OH-16 Broad St. Expect delays.,E Broad St,Reynoldsburg,Franklin,OH,43068,US,US/Eastern,KCMH,02/22/2016 06:51:00,30.9,Partly Cloudy
A-305,Source2,2,Accident on US-40 Main St at OH-317 Hamilton Rd. Expect delays.,S Hamilton Rd,Columbus,Franklin,OH,43227-1309,US,US/Eastern,KCMH,02/22/2016 06:51:00,30.9,Partly Cloudy
A-306,Source2,2,Accident on US-33 Columbus Lancaster Rd Westbound at OH-674 Gender Rd.,Gender Rd,Canal Winchester,Franklin,OH,43110,US,US/Eastern,KLCK,02/22/2016 07:15:00,32,Overcast
A-307,Source2,2,Accident on Wright Ave at Kittyhawk Dr.,S Wright Ave,Dayton,Montgomery,OH,45403-2857,US,US/Eastern,KFFO,02/22/2016 07:28:00,28.4,Shallow Fog
A-308,Source3,3,Left hand shoulder blocked due to accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,02/22/2016 07:53:00,33.1,Overcast
A-309,Source2,2,Accident on Lazelle Rd at Flint Rd. Expect delays.,Lazelle Rd,Columbus,Franklin,OH,43235-4661,US,US/Eastern,KOSU,02/22/2016 07:53:00,28.9,Clear
A-310,Source2,2,Accident on Findlay St at 3rd St. Expect delays.,S Findlay St,Dayton,Montgomery,OH,45403-2022,US,US/Eastern,KFFO,02/22/2016 07:58:00,27.9,Clear
A-311,Source2,2,Accident on Westview Ave at Rangeley Ave. Expect delays.,Rangeley Ave,Dayton,Montgomery,OH,45403-1612,US,US/Eastern,KFFO,02/22/2016 07:58:00,27.9,Clear
A-312,Source2,2,Accident on Dennison Ave at 2nd Ave. Expect delays.,W 2nd Ave,Columbus,Franklin,OH,43201-3409,US,US/Eastern,KCMH,02/22/2016 07:51:00,32,Partly Cloudy
A-313,Source2,2,Accident on OH-28 State Route 28 at Goshen Rd. Expect delays.,Goshen Rd,Goshen,Clermont,OH,45122-9208,US,US/Eastern,KI69,02/22/2016 08:17:00,32.5,Clear
A-314,Source2,3,Accident on I-71 Southbound at Exit 116 Sinclair Rd. Expect delays.,Morse Rd,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,02/22/2016 07:53:00,28.9,Clear
A-315,Source2,3,One lane blocked due to accident on I-270 Outerbelt Southbound at Exit 30 OH-161 New Albany Expy. Expect delays.,New Albany Expy W,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,02/22/2016 08:51:00,35.1,Scattered Clouds
A-316,Source2,2,Accident on OH-48 State Route 48 near Deershadow Rd. Expect delays.,Deershadow Rd,Maineville,Warren,OH,45039,US,US/Eastern,KHAO,02/22/2016 08:53:00,36,Clear
A-317,Source2,2,Accident on Lynpark Ave at Cordell Dr.,Lynpark Ave,Dayton,Montgomery,OH,45439-2729,US,US/Eastern,KMGY,02/22/2016 08:53:00,34,Clear
A-318,Source2,2,Accident on Neff Rd at Norledge Dr.,Neff Rd,Dayton,Montgomery,OH,45414-5025,US,US/Eastern,KDAY,02/22/2016 08:56:00,33.1,Scattered Clouds
A-319,Source2,2,Accident on OH-48 Main St at Vinway Ct.,N Main St,Dayton,Montgomery,OH,45415-2328,US,US/Eastern,KDAY,02/22/2016 09:56:00,36,Scattered Clouds
A-320,Source2,2,Accident on Huffman Ave at 4th St.,Huffman Ave,Dayton,Montgomery,OH,45403-1913,US,US/Eastern,KFFO,02/22/2016 09:58:00,37,Clear
A-321,Source2,2,Accident on Brown St at Stewart St. Expect delays.,E Stewart St,Dayton,Montgomery,OH,45409-2666,US,US/Eastern,KFFO,02/22/2016 09:58:00,37,Clear
A-322,Source2,2,Accident on Dixie Dr at Needmore Rd. Expect delays.,N Dixie Dr,Dayton,Montgomery,OH,45414-4012,US,US/Eastern,KDAY,02/22/2016 09:56:00,36,Scattered Clouds
A-323,Source2,2,Accident on Rolfe Ave Eastbound at Wagoner Ford Rd. Expect delays.,Wagoner Ford Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,02/22/2016 10:56:00,41,Mostly Cloudy
A-324,Source2,2,Accident on Patterson Rd at Smithville Rd. Expect delays.,S Smithville Rd,Dayton,Montgomery,OH,45420-1530,US,US/Eastern,KFFO,02/22/2016 11:29:00,42.8,Scattered Clouds
A-325,Source2,2,Accident on Smithville Rd at Tuttle Ave. Expect delays.,S Smithville Rd,Dayton,Montgomery,OH,45403-3345,US,US/Eastern,KFFO,02/22/2016 11:29:00,42.8,Scattered Clouds
A-326,Source2,2,Accident on Frederick Pike at Beejay Ct. Expect delays.,Frederick Pike,Dayton,Montgomery,OH,45414-2928,US,US/Eastern,KDAY,02/22/2016 11:56:00,43,Mostly Cloudy
A-327,Source2,2,Entry ramp closed due to accident on OH-2 Westbound at Baumhart Rd.,Baumhart Rd,Vermilion,Lorain,OH,44089,US,US/Eastern,KLPR,02/22/2016 13:53:00,41,Mostly Cloudy
A-328,Source2,2,Accident on Keowee St at US-35.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,02/22/2016 15:58:00,48.7,Clear
A-329,Source2,2,Accident on Washington Village Dr at OH-725 Miamisburg Centerville Rd.,Washington Village Dr,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,02/22/2016 16:53:00,48,Clear
A-330,Source2,2,Accident on Dixie Dr at Ridge Ave.,Ridge Ave,Dayton,Montgomery,OH,45414-5328,US,US/Eastern,KDAY,02/22/2016 16:56:00,46.9,Scattered Clouds
A-331,Source2,2,Accident on OH-48 Main St at Washington St.,S Main St,Dayton,Montgomery,OH,45402-2717,US,US/Eastern,KFFO,02/22/2016 16:58:00,47.5,Clear
A-332,Source2,3,One lane blocked due to accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd. Expect delays.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,02/23/2016 06:53:00,30.9,Mostly Cloudy
A-333,Source2,2,Accident on Crosley Rd between Red Lion 5 Points Rd and County Hwy-46 Lytle 5 Points Rd. Expect delays.,W Lytle 5 Points Rd,Springboro,Warren,OH,45066-9609,US,US/Eastern,KMGY,02/23/2016 06:53:00,30,Clear
A-334,Source2,2,Accident on Pleasant Hill Rd at OH-131 State Route 131. Expect delays.,State Route 131,Milford,Clermont,OH,45150-2718,US,US/Eastern,KI69,02/23/2016 07:18:00,31.8,Clear
A-335,Source2,2,Right hand shoulder blocked due to accident on OH-315 Olentangy Fwy at Goodale St.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,02/23/2016 06:53:00,28.9,Clear
A-336,Source2,2,Accident on OH-31 State Route 131 near Wild Rose Ln. Expect delays.,State Route 131,Milford,Clermont,OH,45150-2649,US,US/Eastern,KI69,02/23/2016 07:57:00,32,Clear
A-337,Source2,2,Accident on Stroop Rd at Woodman Dr. Expect delays.,E Stroop Rd,Dayton,Montgomery,OH,45440,US,US/Eastern,KMGY,02/23/2016 07:53:00,30.9,Clear
A-338,Source2,2,Accident on OH-741 Springboro Pike at Lyons Rd. Expect delays.,Springboro Pike,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,02/23/2016 07:53:00,30.9,Clear
A-339,Source2,3,Accident on I-70 Eastbound at Exit 96 I-670. Expect delays.,I-670 W,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,02/23/2016 08:50:00,33.8,Clear
A-340,Source2,2,Accident on Free Pike at Gettysburg Ave. Expect delays.,Free Pike,Dayton,Montgomery,OH,45416-1234,US,US/Eastern,KDAY,02/23/2016 08:56:00,35.1,Partly Cloudy
A-341,Source2,2,Accident on Valley St at Rutledge Ave. Expect delays.,Valley St,Dayton,Montgomery,OH,45404-2213,US,US/Eastern,KFFO,02/23/2016 09:58:00,38.3,Clear
A-342,Source2,2,Accident on 5th Ave Westbound at Star Ave. Expect delays.,N Star Ave,Columbus,Franklin,OH,43212-2460,US,US/Eastern,KOSU,02/23/2016 09:53:00,39.9,Clear
A-343,Source2,2,Accident on Needmore Rd at Payne Ave. Expect delays.,Payne Ave,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,02/23/2016 09:56:00,39,Scattered Clouds
A-344,Source2,2,Accident on Keowee St at Leo St.,Leo St,Dayton,Montgomery,OH,45404-1009,US,US/Eastern,KFFO,02/23/2016 11:58:00,48.4,Clear
A-345,Source2,2,Accident on Social Row Rd at Watch Hill Ln.,W Social Row Rd,Dayton,Montgomery,OH,45458-4405,US,US/Eastern,KMGY,02/23/2016 13:53:00,54,Clear
A-346,Source2,3,Left lane blocked due to accident on I-71 Southbound at Exits 237 237A 237B Snow Rd.,I-71 N,Brookpark,Cuyahoga,OH,44142,US,US/Eastern,KCLE,02/23/2016 16:51:00,36,Mostly Cloudy
A-347,Source2,3,Left lane blocked due to accident on I-71 Northbound at Exit 114 Silver Dr.,North Fwy N,Columbus,Franklin,OH,43224,US,US/Eastern,KCMH,02/23/2016 17:51:00,53.1,Overcast
A-348,Source2,3,Left lane blocked due to accident on I-71 Innerbelt Southbound at Exit 108B I-670.,North Fwy S,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,02/23/2016 17:51:00,53.1,Overcast
A-349,Source2,3,Left lane blocked due to accident on I-670 Northeast Fwy Eastbound at Exit 9 International Gtwy.,Northeast Fwy N,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,02/23/2016 17:51:00,53.1,Overcast
A-350,Source2,3,Accident on I-270 Outerbelt Southbound at Exits 46 46A 46B US-33. Approach with care.,US-33 W,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,02/23/2016 19:15:00,50,Overcast
A-351,Source2,3,Accident on I-71 Southbound at Exit 97 OH-665 London Groveport Rd.,I-71 S,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,02/23/2016 22:15:00,44.6,Scattered Clouds
A-352,Source2,2,Accident on OH-741 Springboro Pike at Cardington Rd. Expect delays.,Springboro Pike,Moraine,Montgomery,OH,45439-1805,US,US/Eastern,KMGY,02/24/2016 05:02:00,41,Light Rain
A-353,Source2,2,Delays expected due to accident on Byers Rd at OH-725 Miamisburg Centerville Rd / Watertower Ln.,Byers Rd,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,02/24/2016 05:53:00,42.1,Rain
A-354,Source2,3,Accident on I-75 Southbound at Exit 51 Edwin C Moses Blvd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,02/24/2016 05:29:00,37.9,Heavy Rain
A-355,Source2,3,Accident on I-75 Southbound at Exit 179 US-6 Grand Army of the Republic Hwy. Expect delays.,Grand Army of the Republic Hwy,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,02/24/2016 05:53:00,33.1,Light Freezing Rain
A-356,Source2,3,Accident on I-675 Northbound at Exit 24 OH-444 Broad St. Expect delays.,I-675 N,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,02/24/2016 05:58:00,39.2,Light Rain
A-357,Source2,2,Accident on OH-741 Springboro Pike at Miami Village Dr. Expect delays.,Miami Village Dr,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,02/24/2016 06:53:00,42.1,Rain
A-358,Source2,2,Accident pedestrian involved on OH-202 Troy Pike at Executive Blvd. Expect delays.,Troy Pike,Dayton,Montgomery,OH,45424,US,US/Eastern,KFFO,02/24/2016 06:58:00,40.6,Rain
A-359,Source2,2,Accident on Sunbury Rd at Morse Rd. Expect delays.,Morse Rd,Columbus,Franklin,OH,43231,US,US/Eastern,KCMH,02/24/2016 06:24:00,42.8,Light Rain
A-360,Source2,3,Accident on I-480 Eastbound at Exit 17 OH-17 Brookpark Rd. Expect delays.,I-480 E,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,02/24/2016 06:49:00,33.8,Rain
A-361,Source3,3,Accident on I-75 Southbound from Exit 57 Wagner Ford Rd to Exit 56 Stanley Ave. Expect delays.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,02/24/2016 06:58:00,40.6,Rain
A-362,Source2,2,Accident on OH-4 State Route 4 Southbound at Adams Rd. Expect delays.,Adams Rd,Dayton,Greene,OH,45424,US,US/Eastern,KFFO,02/24/2016 06:58:00,40.6,Rain
A-363,Source2,2,Accident on OH-21 before I-76. Expect delays.,OH-21 N,Barberton,Summit,OH,44203,US,US/Eastern,KAKR,02/24/2016 06:54:00,39.9,Rain
A-364,Source2,2,Accident on US-35 US Highway 35 Northbound at State Highway 817. Approach with care.,US Highway 35,Fraziers Bottom,Putnam,WV,25082,US,US/Eastern,K3I2,02/24/2016 07:10:00,49,Cloudy
A-365,Source2,2,Accident on Wayne Ave at US-35. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,02/24/2016 06:58:00,40.6,Rain
A-366,Source2,2,Accident on Hall Rd at Georgesville Rd. Expect delays.,Georgesville Rd,Columbus,Franklin,OH,43228-3325,US,US/Eastern,KTZR,02/24/2016 07:26:00,42.8,Light Rain
A-367,Source2,2,Accident on Wilson Rd at Valleyview Dr. Expect delays.,N Wilson Rd,Columbus,Franklin,OH,43204-1229,US,US/Eastern,KTZR,02/24/2016 07:26:00,42.8,Light Rain
A-368,Source2,2,Accident on Stroop Rd at OH-741 Springboro Pike.,Springboro Pike,Moraine,Montgomery,OH,45439-1939,US,US/Eastern,KMGY,02/24/2016 07:35:00,44.1,Rain
A-369,Source2,2,Accident on OH-21 at OH-585 Wooster Rd.,OH-21 N,Barberton,Summit,OH,44203,US,US/Eastern,KAKR,02/24/2016 07:54:00,39.9,Rain
A-370,Source3,3,One lane blocked due to accident on I-675 Southbound at Exit 24 OH-444 Broad St. Expect delays.,I-675 N,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,02/24/2016 07:58:00,41,Rain
A-371,Source2,3,Accident on I-76 Eastbound at Exit 19 Kenmore Blvd. Expect delays.,I-76 E,Akron,Summit,OH,44314,US,US/Eastern,KAKR,02/24/2016 07:54:00,39.9,Rain
A-372,Source2,3,Accident on I-77 Northbound at Exits 155 156 I-480. Expect delays.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,02/24/2016 07:53:00,35.1,Rain
A-373,Source2,3,Accident on I-76 Eastbound at Exit 17A State St. Expect delays.,US-224 E,Barberton,Summit,OH,44203,US,US/Eastern,KAKR,02/24/2016 07:54:00,39.9,Rain
A-374,Source2,2,Accident on Nutt Rd at OH-48 Dayton Lebanon Pike. Expect delays.,Dayton Lebanon Pike,Dayton,Montgomery,OH,45458-5139,US,US/Eastern,KMGY,02/24/2016 08:00:00,44.1,Heavy Rain
A-375,Source2,1,Accident on North Ave at Old Byesville Rd.,Old Byesville Rd,Cambridge,Guernsey,OH,43725,US,US/Eastern,KZZV,02/24/2016 07:53:00,46,Light Rain
A-376,Source2,2,Accident on Arbor Blvd at Springboro Rd. Expect delays.,Arbor Blvd,Moraine,Montgomery,OH,45439-1511,US,US/Eastern,KMGY,02/24/2016 08:00:00,44.1,Heavy Rain
A-377,Source2,2,Accident on 5th St at Keowee St. Expect delays.,S Keowee St,Dayton,Montgomery,OH,45402-2242,US,US/Eastern,KFFO,02/24/2016 07:58:00,41,Rain
A-378,Source2,2,Accident on Hillcrest Ave at England Ave. Expect delays.,W Hillcrest Ave,Dayton,Montgomery,OH,45406-2314,US,US/Eastern,KDAY,02/24/2016 08:32:00,39,Rain
A-379,Source2,2,Accident on Linden Ave at Xenia Ave. Expect delays.,Linden Ave,Dayton,Montgomery,OH,45410-2706,US,US/Eastern,KFFO,02/24/2016 07:58:00,41,Rain
A-380,Source2,2,Accident on OH-37 Central Ave at Union St. Expect delays.,E Central Ave,Delaware,Delaware,OH,43015-1943,US,US/Eastern,KDLZ,02/24/2016 08:16:00,41,Drizzle
A-381,Source2,2,Accident on Wilmington Ave at Shroyer Rd. Expect delays.,Shroyer Rd,Dayton,Montgomery,OH,45419-4043,US,US/Eastern,KMGY,02/24/2016 08:22:00,45,Light Rain
A-382,Source2,2,Accident on US-33 Columbus Lancaster Rd at County Hwy-23 Winchester Rd. Expect delays.,Columbus Lancaster Rd NW,Carroll,Fairfield,OH,43112,US,US/Eastern,KLHQ,02/24/2016 08:53:00,48,Overcast
A-383,Source2,3,One lane blocked due to accident on I-75 Southbound at Exit 179 US-6 Grand Army of the Republic Hwy. Expect delays.,Grand Army of the Republic Hwy,Bowling Green,Wood,OH,43402,US,US/Eastern,KTDZ,02/24/2016 11:07:00,35.1,Light Rain
A-384,Source2,2,Accident on Hillcrest Ave at England Ave.,W Hillcrest Ave,Dayton,Montgomery,OH,45406-2314,US,US/Eastern,KDAY,02/24/2016 11:56:00,44.1,Overcast
A-385,Source2,2,Accident on Linden Ave at Xenia Ave.,Linden Ave,Dayton,Montgomery,OH,45410-2706,US,US/Eastern,KFFO,02/24/2016 11:48:00,50,Overcast
A-386,Source2,3,Center lane blocked due to accident on I-270 Outerbelt Eastbound between Exits 22 22A 22B OH-315 Olentangy Fwy and Exit 23 US-23 High St.,N High St,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,02/24/2016 16:53:00,52,Overcast
A-387,Source2,2,Accident on OH-232 State Route 232 at OH-756 State Route 756. Expect delays.,State Route 232,Moscow,Clermont,OH,45153-9709,US,US/Eastern,KI69,02/25/2016 05:57:00,33.8,Overcast
A-388,Source2,2,Accident on Poth Rd at Yearling Rd. Expect delays.,N Yearling Rd,Columbus,Franklin,OH,43213-1362,US,US/Eastern,KCMH,02/25/2016 06:38:00,30.2,Light Snow
A-389,Source2,2,Multi-vehicle accident on OH-58 Leavitt Rd at County Hwy-57 Russia Rd. Expect delays.,Russia Rd,Oberlin,Lorain,OH,44074,US,US/Eastern,KLPR,02/25/2016 07:53:00,30.9,Snow
A-390,Source2,2,Accident on Wyoming St at Edgar Ave.,Wyoming St,Dayton,Montgomery,OH,45410-1910,US,US/Eastern,KFFO,02/25/2016 07:58:00,33.4,Light Snow
A-391,Source2,3,Left hand shoulder blocked due to accident on I-71 Southbound at Exit 117 OH-161 Dublin Granville Rd.,E Dublin Granville Rd,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,02/25/2016 07:53:00,32,Overcast
A-392,Source2,2,Accident on Ridge Ave at Riverside Dr. Expect delays.,Ridge Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,02/25/2016 08:56:00,33.1,Light Snow
A-393,Source2,3,Accident on I-71 Northbound at Exit 100 Stringtown Rd. Expect delays.,Stringtown Rd,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,02/25/2016 09:50:00,33.8,Overcast
A-394,Source2,2,Accident on OH-741 Springboro Pike at Orchard Run Rd. Expect delays.,Orchard Run Rd,Dayton,Montgomery,OH,45449-2831,US,US/Eastern,KMGY,02/25/2016 09:53:00,33.1,Light Snow
A-395,Source2,2,Accident on Lyons Rd at Newmark Dr.,Newmark Dr,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,02/25/2016 12:55:00,35.1,Light Snow
A-396,Source2,2,Accident on Shoup Mill Rd at Turner Rd.,N Main St,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,02/25/2016 16:13:00,33.1,Light Snow
A-397,Source2,2,Accident on Needmore Rd at I-75.,Needmore Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,02/25/2016 16:13:00,33.1,Light Snow
A-398,Source2,2,Accident on I-70 at Exits 99A 99A-B 99B 99C South Fwy.,W Innerbelt S,Columbus,Franklin,OH,43215,US,US/Eastern,KCMH,02/26/2016 15:51:00,32,Overcast
